,job
4508,services
4509,blue-collar
4510,unemployed
4511,management
4512,blue-collar
4513,technician
4514,retired
4515,unknown
4516,management
4517,technician
4518,entrepreneur
4519,student
4520,management
4521,blue-collar
4522,management
4523,blue-collar
4524,blue-collar
4525,technician
4526,admin.
4527,blue-collar
4528,management
4529,management
4530,services
4531,self-employed
4532,management
4533,services
4534,blue-collar
4535,admin.
4536,technician
4537,management
4538,technician
4539,technician
4540,entrepreneur
4541,blue-collar
4542,retired
4543,technician
4544,management
4545,self-employed
4546,technician
4547,blue-collar
4548,retired
4549,services
4550,retired
4551,technician
4552,student
4553,self-employed
4554,self-employed
4555,technician
4556,blue-collar
4557,admin.
4558,management
4559,student
4560,retired
4561,management
4562,admin.
4563,blue-collar
4564,technician
4565,management
4566,management
4567,housemaid
4568,student
4569,unemployed
4570,management
4571,blue-collar
4572,management
4573,management
4574,admin.
4575,services
4576,technician
4577,technician
4578,management
4579,management
4580,services
4581,entrepreneur
4582,services
4583,student
4584,admin.
4585,management
4586,management
4587,student
4588,management
4589,blue-collar
4590,admin.
4591,self-employed
4592,services
4593,admin.
4594,blue-collar
4595,management
4596,student
4597,blue-collar
4598,admin.
4599,technician
4600,blue-collar
4601,self-employed
4602,blue-collar
4603,blue-collar
4604,services
4605,technician
4606,retired
4607,blue-collar
4608,services
4609,management
4610,blue-collar
4611,blue-collar
4612,technician
4613,management
4614,student
4615,blue-collar
4616,admin.
4617,student
4618,unknown
4619,admin.
4620,blue-collar
4621,technician
4622,admin.
4623,entrepreneur
4624,admin.
4625,admin.
4626,housemaid
4627,technician
4628,blue-collar
4629,admin.
4630,technician
4631,entrepreneur
4632,technician
4633,management
4634,management
4635,management
4636,technician
4637,blue-collar
4638,unemployed
4639,services
4640,technician
4641,retired
4642,unemployed
4643,housemaid
4644,retired
4645,blue-collar
4646,admin.
4647,blue-collar
4648,management
4649,blue-collar
4650,admin.
4651,management
4652,retired
4653,management
4654,student
4655,student
4656,retired
4657,admin.
4658,admin.
4659,entrepreneur
4660,management
4661,services
4662,retired
4663,management
4664,admin.
4665,admin.
4666,management
4667,management
4668,technician
4669,management
4670,retired
4671,management
4672,management
4673,services
4674,admin.
4675,unemployed
4676,services
4677,technician
4678,blue-collar
4679,technician
4680,student
4681,student
4682,services
4683,admin.
4684,admin.
4685,management
4686,management
4687,blue-collar
4688,services
4689,technician
4690,admin.
4691,management
4692,management
4693,technician
4694,technician
4695,admin.
4696,technician
4697,self-employed
4698,management
4699,technician
4700,technician
4701,management
4702,management
4703,technician
4704,management
4705,unemployed
4706,unemployed
4707,blue-collar
4708,student
4709,management
4710,self-employed
4711,admin.
4712,technician
4713,management
4714,admin.
4715,management
4716,management
4717,student
4718,technician
4719,technician
4720,management
4721,technician
4722,management
4723,admin.
4724,technician
4725,management
4726,retired
4727,blue-collar
4728,technician
4729,retired
4730,management
4731,retired
4732,management
4733,management
4734,blue-collar
4735,technician
4736,management
4737,management
4738,blue-collar
4739,blue-collar
4740,management
4741,self-employed
4742,blue-collar
4743,blue-collar
4744,blue-collar
4745,admin.
4746,entrepreneur
4747,technician
4748,management
4749,technician
4750,retired
4751,blue-collar
4752,management
4753,housemaid
4754,student
4755,student
4756,entrepreneur
4757,blue-collar
4758,blue-collar
4759,admin.
4760,retired
4761,blue-collar
4762,unemployed
4763,services
4764,technician
4765,management
4766,admin.
4767,retired
4768,self-employed
4769,admin.
4770,management
4771,blue-collar
4772,self-employed
4773,technician
4774,services
4775,self-employed
4776,admin.
4777,technician
4778,self-employed
4779,blue-collar
4780,blue-collar
4781,unknown
4782,retired
4783,admin.
4784,retired
4785,management
4786,management
4787,admin.
4788,management
4789,admin.
4790,management
4791,services
4792,technician
4793,admin.
4794,management
4795,retired
4796,services
4797,unemployed
4798,management
4799,management
4800,unemployed
4801,blue-collar
4802,services
4803,management
4804,admin.
4805,entrepreneur
4806,services
4807,services
4808,unemployed
4809,management
4810,services
4811,blue-collar
4812,blue-collar
4813,management
4814,retired
4815,technician
4816,blue-collar
4817,management
4818,retired
4819,technician
4820,unemployed
4821,technician
4822,self-employed
4823,unemployed
4824,retired
4825,blue-collar
4826,management
4827,retired
4828,admin.
4829,housemaid
4830,blue-collar
4831,technician
4832,self-employed
4833,management
4834,blue-collar
4835,unemployed
4836,unemployed
4837,unemployed
4838,technician
4839,self-employed
4840,management
4841,unemployed
4842,retired
4843,admin.
4844,admin.
4845,management
4846,technician
4847,blue-collar
4848,management
4849,management
4850,student
4851,services
4852,blue-collar
4853,technician
4854,management
4855,technician
4856,retired
4857,management
4858,technician
4859,housemaid
4860,services
4861,student
4862,student
4863,services
4864,technician
4865,technician
4866,student
4867,self-employed
4868,technician
4869,retired
4870,entrepreneur
4871,admin.
4872,management
4873,retired
4874,management
4875,management
4876,retired
4877,management
4878,housemaid
4879,services
4880,housemaid
4881,blue-collar
4882,admin.
4883,blue-collar
4884,management
4885,technician
4886,blue-collar
4887,self-employed
4888,technician
4889,blue-collar
4890,blue-collar
4891,blue-collar
4892,unemployed
4893,management
4894,student
4895,blue-collar
4896,admin.
4897,blue-collar
4898,self-employed
4899,management
4900,management
4901,retired
4902,management
4903,management
4904,blue-collar
4905,services
4906,technician
4907,technician
4908,blue-collar
4909,admin.
4910,services
4911,admin.
4912,entrepreneur
4913,technician
4914,blue-collar
4915,blue-collar
4916,housemaid
4917,admin.
4918,admin.
4919,technician
4920,technician
4921,services
4922,management
4923,technician
4924,management
4925,blue-collar
4926,self-employed
4927,retired
4928,entrepreneur
4929,retired
4930,admin.
4931,management
4932,student
4933,admin.
4934,services
4935,services
4936,admin.
4937,housemaid
4938,technician
4939,technician
4940,student
4941,management
4942,blue-collar
4943,services
4944,management
4945,blue-collar
4946,technician
4947,retired
4948,technician
4949,admin.
4950,services
4951,student
4952,technician
4953,technician
4954,management
4955,technician
4956,retired
4957,technician
4958,management
4959,management
4960,technician
4961,retired
4962,self-employed
4963,blue-collar
4964,technician
4965,management
4966,self-employed
4967,technician
4968,services
4969,management
4970,retired
4971,admin.
4972,services
4973,admin.
4974,management
4975,admin.
4976,admin.
4977,blue-collar
4978,technician
4979,self-employed
4980,student
4981,self-employed
4982,services
4983,management
4984,management
4985,retired
4986,management
4987,technician
4988,management
4989,admin.
4990,management
4991,management
4992,admin.
4993,unknown
4994,blue-collar
4995,housemaid
4996,unemployed
4997,technician
4998,admin.
4999,services
5000,admin.
5001,self-employed
5002,retired
5003,management
5004,management
5005,admin.
5006,services
5007,blue-collar
5008,management
5009,management
5010,technician
5011,admin.
5012,admin.
5013,technician
5014,retired
5015,student
5016,self-employed
5017,blue-collar
5018,blue-collar
5019,management
5020,self-employed
5021,admin.
5022,services
5023,management
5024,admin.
5025,retired
5026,admin.
5027,blue-collar
5028,management
5029,management
5030,self-employed
5031,management
5032,management
5033,admin.
5034,blue-collar
5035,management
5036,self-employed
5037,services
5038,technician
5039,retired
5040,technician
5041,technician
5042,admin.
5043,management
5044,services
5045,management
5046,management
5047,management
5048,retired
5049,technician
5050,technician
5051,management
5052,self-employed
5053,blue-collar
5054,blue-collar
5055,blue-collar
5056,blue-collar
5057,management
5058,blue-collar
5059,admin.
5060,retired
5061,admin.
5062,technician
5063,management
5064,technician
5065,blue-collar
5066,technician
5067,management
5068,student
5069,admin.
5070,management
5071,technician
5072,retired
5073,management
5074,student
5075,management
5076,admin.
5077,services
5078,management
5079,blue-collar
5080,management
5081,admin.
5082,blue-collar
5083,admin.
5084,retired
5085,technician
5086,management
5087,technician
5088,management
5089,blue-collar
5090,self-employed
5091,management
5092,management
5093,blue-collar
5094,student
5095,management
5096,management
5097,retired
5098,management
5099,management
5100,admin.
5101,management
5102,technician
5103,student
5104,self-employed
5105,management
5106,technician
5107,management
5108,management
5109,admin.
5110,admin.
5111,admin.
5112,student
5113,management
5114,management
5115,unemployed
5116,admin.
5117,entrepreneur
5118,technician
5119,retired
5120,management
5121,services
5122,blue-collar
5123,housemaid
5124,blue-collar
5125,management
5126,management
5127,technician
5128,services
5129,housemaid
5130,technician
5131,technician
5132,management
5133,technician
5134,management
5135,self-employed
5136,unemployed
5137,blue-collar
5138,self-employed
5139,technician
5140,management
5141,unemployed
5142,self-employed
5143,entrepreneur
5144,admin.
5145,management
5146,unemployed
5147,management
5148,management
5149,blue-collar
5150,technician
5151,housemaid
5152,management
5153,services
5154,management
5155,blue-collar
5156,housemaid
5157,student
5158,blue-collar
5159,management
5160,retired
5161,blue-collar
5162,blue-collar
5163,technician
5164,blue-collar
5165,unemployed
5166,services
5167,management
5168,unemployed
5169,entrepreneur
5170,blue-collar
5171,technician
5172,technician
5173,unemployed
5174,retired
5175,retired
5176,admin.
5177,blue-collar
5178,self-employed
5179,admin.
5180,management
5181,blue-collar
5182,services
5183,self-employed
5184,technician
5185,technician
5186,management
5187,admin.
5188,management
5189,blue-collar
5190,technician
5191,self-employed
5192,admin.
5193,blue-collar
5194,management
5195,technician
5196,services
5197,blue-collar
5198,management
5199,admin.
5200,management
5201,management
5202,services
5203,management
5204,technician
5205,retired
5206,blue-collar
5207,retired
5208,technician
5209,blue-collar
5210,blue-collar
5211,blue-collar
5212,technician
5213,retired
5214,admin.
5215,management
5216,management
5217,technician
5218,services
5219,management
5220,retired
5221,self-employed
5222,management
5223,self-employed
5224,management
5225,management
5226,admin.
5227,services
5228,retired
5229,admin.
5230,retired
5231,entrepreneur
5232,management
5233,technician
5234,technician
5235,services
5236,retired
5237,blue-collar
5238,admin.
5239,services
5240,technician
5241,admin.
5242,technician
5243,blue-collar
5244,services
5245,management
5246,services
5247,management
5248,management
5249,management
5250,blue-collar
5251,management
5252,unemployed
5253,blue-collar
5254,management
5255,admin.
5256,management
5257,self-employed
5258,retired
5259,technician
5260,housemaid
5261,management
5262,technician
5263,services
5264,blue-collar
5265,technician
5266,management
5267,admin.
5268,management
5269,management
5270,blue-collar
5271,blue-collar
5272,student
5273,retired
5274,blue-collar
5275,management
5276,technician
5277,retired
5278,unemployed
5279,management
5280,technician
5281,management
5282,technician
5283,admin.
5284,retired
5285,management
5286,retired
5287,entrepreneur
5288,admin.
5289,retired
5290,admin.
5291,blue-collar
5292,admin.
5293,entrepreneur
5294,management
5295,self-employed
5296,blue-collar
5297,technician
5298,unemployed
5299,self-employed
5300,services
5301,blue-collar
5302,housemaid
5303,technician
5304,retired
5305,management
5306,blue-collar
5307,blue-collar
5308,services
5309,services
5310,services
5311,blue-collar
5312,unknown
5313,services
5314,technician
5315,self-employed
5316,blue-collar
5317,technician
5318,blue-collar
5319,management
5320,blue-collar
5321,entrepreneur
5322,blue-collar
5323,management
5324,self-employed
5325,blue-collar
5326,technician
5327,admin.
5328,management
5329,management
5330,management
5331,blue-collar
5332,technician
5333,technician
5334,unemployed
5335,entrepreneur
5336,self-employed
5337,technician
5338,blue-collar
5339,entrepreneur
5340,technician
5341,retired
5342,services
5343,management
5344,management
5345,admin.
5346,management
5347,technician
5348,unknown
5349,admin.
5350,unemployed
5351,technician
5352,blue-collar
5353,blue-collar
5354,housemaid
5355,technician
5356,blue-collar
5357,blue-collar
5358,blue-collar
5359,management
5360,retired
5361,technician
5362,management
5363,technician
5364,services
5365,services
5366,blue-collar
5367,student
5368,technician
5369,services
5370,self-employed
5371,blue-collar
5372,management
5373,services
5374,management
5375,management
5376,management
5377,unemployed
5378,management
5379,blue-collar
5380,management
5381,self-employed
5382,technician
5383,blue-collar
5384,management
5385,blue-collar
5386,management
5387,self-employed
5388,blue-collar
5389,technician
5390,technician
5391,unemployed
5392,management
5393,self-employed
5394,technician
5395,blue-collar
5396,retired
5397,services
5398,blue-collar
5399,management
5400,unknown
5401,management
5402,self-employed
5403,entrepreneur
5404,entrepreneur
5405,unemployed
5406,management
5407,management
5408,retired
5409,technician
5410,self-employed
5411,unemployed
5412,technician
5413,technician
5414,management
5415,student
5416,admin.
5417,housemaid
5418,technician
5419,admin.
5420,management
5421,management
5422,entrepreneur
5423,admin.
5424,housemaid
5425,management
5426,management
5427,technician
5428,technician
5429,services
5430,self-employed
5431,management
5432,self-employed
5433,blue-collar
5434,admin.
5435,technician
5436,entrepreneur
5437,management
5438,management
5439,blue-collar
5440,management
5441,retired
5442,services
5443,services
5444,blue-collar
5445,technician
5446,retired
5447,technician
5448,management
5449,admin.
5450,management
5451,entrepreneur
5452,management
5453,management
5454,technician
5455,entrepreneur
5456,services
5457,technician
5458,blue-collar
5459,unemployed
5460,blue-collar
5461,entrepreneur
5462,management
5463,retired
5464,blue-collar
5465,blue-collar
5466,blue-collar
5467,management
5468,technician
5469,technician
5470,entrepreneur
5471,blue-collar
5472,management
5473,retired
5474,blue-collar
5475,self-employed
5476,blue-collar
5477,admin.
5478,blue-collar
5479,unemployed
5480,retired
5481,management
5482,services
5483,unemployed
5484,technician
5485,self-employed
5486,management
5487,unknown
5488,management
5489,unemployed
5490,admin.
5491,services
5492,management
5493,services
5494,entrepreneur
5495,services
5496,admin.
5497,technician
5498,services
5499,services
5500,blue-collar
5501,self-employed
5502,blue-collar
5503,management
5504,blue-collar
5505,management
5506,technician
5507,management
5508,management
5509,self-employed
5510,admin.
5511,management
5512,blue-collar
5513,blue-collar
5514,admin.
5515,entrepreneur
5516,blue-collar
5517,management
5518,management
5519,management
5520,management
5521,retired
5522,technician
5523,services
5524,technician
5525,entrepreneur
5526,blue-collar
5527,retired
5528,self-employed
5529,management
5530,management
5531,management
5532,blue-collar
5533,technician
5534,management
5535,student
5536,admin.
5537,admin.
5538,technician
5539,management
5540,blue-collar
5541,housemaid
5542,housemaid
5543,blue-collar
5544,technician
5545,technician
5546,management
5547,services
5548,technician
5549,entrepreneur
5550,housemaid
5551,admin.
5552,management
5553,management
5554,technician
5555,technician
5556,unemployed
5557,management
5558,services
5559,retired
5560,housemaid
5561,management
5562,entrepreneur
5563,management
5564,technician
5565,blue-collar
5566,blue-collar
5567,blue-collar
5568,blue-collar
5569,technician
5570,services
5571,blue-collar
5572,management
5573,blue-collar
5574,technician
5575,self-employed
5576,self-employed
5577,management
5578,admin.
5579,admin.
5580,blue-collar
5581,admin.
5582,technician
5583,blue-collar
5584,technician
5585,management
5586,unemployed
5587,management
5588,services
5589,management
5590,management
5591,blue-collar
5592,management
5593,management
5594,management
5595,unemployed
5596,services
5597,management
5598,services
5599,blue-collar
5600,blue-collar
5601,technician
5602,blue-collar
5603,technician
5604,admin.
5605,services
5606,admin.
5607,management
5608,blue-collar
5609,admin.
5610,housemaid
5611,management
5612,unemployed
5613,unemployed
5614,housemaid
5615,blue-collar
5616,technician
5617,unemployed
5618,services
5619,student
5620,admin.
5621,management
5622,blue-collar
5623,management
5624,blue-collar
5625,management
5626,blue-collar
5627,management
5628,management
5629,services
5630,services
5631,admin.
5632,services
5633,management
5634,services
5635,blue-collar
5636,services
5637,technician
5638,blue-collar
5639,management
5640,retired
5641,retired
5642,blue-collar
5643,management
5644,technician
5645,technician
5646,management
5647,admin.
5648,management
5649,housemaid
5650,admin.
5651,services
5652,management
5653,services
5654,services
5655,technician
5656,admin.
5657,blue-collar
5658,blue-collar
5659,technician
5660,admin.
5661,admin.
5662,management
5663,management
5664,housemaid
5665,services
5666,management
5667,blue-collar
5668,blue-collar
5669,entrepreneur
5670,management
5671,blue-collar
5672,technician
5673,admin.
5674,blue-collar
5675,blue-collar
5676,blue-collar
5677,management
5678,technician
5679,retired
5680,technician
5681,blue-collar
5682,management
5683,admin.
5684,blue-collar
5685,blue-collar
5686,blue-collar
5687,housemaid
5688,unknown
5689,admin.
5690,technician
5691,services
5692,technician
5693,admin.
5694,management
5695,blue-collar
5696,blue-collar
5697,retired
5698,unknown
5699,management
5700,blue-collar
5701,technician
5702,entrepreneur
5703,blue-collar
5704,self-employed
5705,blue-collar
5706,student
5707,technician
5708,management
5709,self-employed
5710,blue-collar
5711,services
5712,management
5713,services
5714,management
5715,technician
5716,housemaid
5717,technician
5718,entrepreneur
5719,blue-collar
5720,housemaid
5721,management
5722,entrepreneur
5723,admin.
5724,management
5725,admin.
5726,self-employed
5727,technician
5728,management
5729,management
5730,management
5731,admin.
5732,blue-collar
5733,technician
5734,management
5735,retired
5736,unemployed
5737,admin.
5738,management
5739,technician
5740,entrepreneur
5741,admin.
5742,blue-collar
5743,blue-collar
5744,housemaid
5745,blue-collar
5746,entrepreneur
5747,retired
5748,services
5749,technician
5750,management
5751,blue-collar
5752,management
5753,management
5754,management
5755,blue-collar
5756,unemployed
5757,management
5758,blue-collar
5759,technician
5760,admin.
5761,student
5762,blue-collar
5763,blue-collar
5764,admin.
5765,management
5766,management
5767,management
5768,retired
5769,technician
5770,blue-collar
5771,management
5772,management
5773,management
5774,blue-collar
5775,retired
5776,services
5777,entrepreneur
5778,blue-collar
5779,management
5780,admin.
5781,housemaid
5782,blue-collar
5783,technician
5784,blue-collar
5785,blue-collar
5786,services
5787,services
5788,management
5789,retired
5790,housemaid
5791,services
5792,management
5793,admin.
5794,blue-collar
5795,admin.
5796,technician
5797,technician
5798,services
5799,retired
5800,blue-collar
5801,services
5802,management
5803,blue-collar
5804,admin.
5805,unknown
5806,technician
5807,services
5808,housemaid
5809,technician
5810,technician
5811,management
5812,blue-collar
5813,blue-collar
5814,management
5815,management
5816,management
5817,self-employed
5818,self-employed
5819,management
5820,blue-collar
5821,blue-collar
5822,technician
5823,management
5824,retired
5825,management
5826,retired
5827,management
5828,admin.
5829,management
5830,blue-collar
5831,retired
5832,technician
5833,management
5834,unknown
5835,retired
5836,management
5837,technician
5838,management
5839,management
5840,blue-collar
5841,admin.
5842,blue-collar
5843,blue-collar
5844,admin.
5845,technician
5846,entrepreneur
5847,management
5848,self-employed
5849,management
5850,housemaid
5851,management
5852,technician
5853,management
5854,management
5855,management
5856,blue-collar
5857,blue-collar
5858,blue-collar
5859,management
5860,services
5861,technician
5862,management
5863,self-employed
5864,management
5865,management
5866,blue-collar
5867,unemployed
5868,admin.
5869,admin.
5870,services
5871,blue-collar
5872,management
5873,services
5874,admin.
5875,management
5876,services
5877,services
5878,housemaid
5879,blue-collar
5880,management
5881,blue-collar
5882,management
5883,management
5884,management
5885,management
5886,blue-collar
5887,entrepreneur
5888,services
5889,blue-collar
5890,housemaid
5891,admin.
5892,management
5893,self-employed
5894,services
5895,blue-collar
5896,housemaid
5897,technician
5898,self-employed
5899,management
5900,technician
5901,services
5902,services
5903,technician
5904,management
5905,self-employed
5906,technician
5907,technician
5908,management
5909,blue-collar
5910,services
5911,retired
5912,management
5913,management
5914,technician
5915,blue-collar
5916,management
5917,housemaid
5918,retired
5919,housemaid
5920,technician
5921,admin.
5922,management
5923,blue-collar
5924,blue-collar
5925,blue-collar
5926,unemployed
5927,blue-collar
5928,technician
5929,services
5930,services
5931,entrepreneur
5932,blue-collar
5933,management
5934,technician
5935,admin.
5936,blue-collar
5937,technician
5938,services
5939,admin.
5940,blue-collar
5941,admin.
5942,management
5943,management
5944,technician
5945,blue-collar
5946,services
5947,technician
5948,management
5949,technician
5950,technician
5951,technician
5952,housemaid
5953,technician
5954,admin.
5955,management
5956,services
5957,management
5958,admin.
5959,admin.
5960,technician
5961,management
5962,blue-collar
5963,retired
5964,management
5965,services
5966,technician
5967,admin.
5968,services
5969,blue-collar
5970,blue-collar
5971,management
5972,services
5973,admin.
5974,management
5975,management
5976,management
5977,admin.
5978,management
5979,management
5980,admin.
5981,management
5982,admin.
5983,technician
5984,management
5985,management
5986,technician
5987,technician
5988,blue-collar
5989,management
5990,admin.
5991,blue-collar
5992,management
5993,retired
5994,management
5995,management
5996,management
5997,blue-collar
5998,housemaid
5999,technician
6000,blue-collar
6001,management
6002,management
6003,technician
6004,services
6005,technician
6006,admin.
6007,entrepreneur
6008,self-employed
6009,unemployed
6010,management
6011,services
6012,management
6013,unemployed
6014,services
6015,technician
6016,self-employed
6017,management
6018,retired
6019,management
6020,blue-collar
6021,technician
6022,technician
6023,blue-collar
6024,entrepreneur
6025,technician
6026,admin.
6027,management
6028,self-employed
6029,technician
6030,retired
6031,technician
6032,admin.
6033,blue-collar
6034,technician
6035,blue-collar
6036,blue-collar
6037,blue-collar
6038,management
6039,technician
6040,admin.
6041,management
6042,admin.
6043,management
6044,blue-collar
6045,admin.
6046,retired
6047,blue-collar
6048,unemployed
6049,blue-collar
6050,blue-collar
6051,management
6052,management
6053,unemployed
6054,services
6055,blue-collar
6056,services
6057,blue-collar
6058,management
6059,technician
6060,management
6061,student
6062,management
6063,admin.
6064,retired
6065,admin.
6066,admin.
6067,admin.
6068,technician
6069,services
6070,unemployed
6071,management
6072,admin.
6073,self-employed
6074,management
6075,technician
6076,admin.
6077,management
6078,blue-collar
6079,technician
6080,blue-collar
6081,technician
6082,management
6083,blue-collar
6084,management
6085,blue-collar
6086,unemployed
6087,self-employed
6088,technician
6089,admin.
6090,management
6091,admin.
6092,housemaid
6093,retired
6094,blue-collar
6095,retired
6096,retired
6097,housemaid
6098,admin.
6099,services
6100,technician
6101,management
6102,retired
6103,housemaid
6104,blue-collar
6105,retired
6106,services
6107,blue-collar
6108,blue-collar
6109,housemaid
6110,blue-collar
6111,management
6112,admin.
6113,retired
6114,blue-collar
6115,technician
6116,blue-collar
6117,housemaid
6118,technician
6119,management
6120,admin.
6121,admin.
6122,student
6123,admin.
6124,blue-collar
6125,technician
6126,management
6127,management
6128,blue-collar
6129,admin.
6130,unemployed
6131,self-employed
6132,technician
6133,blue-collar
6134,blue-collar
6135,housemaid
6136,blue-collar
6137,technician
6138,services
6139,admin.
6140,retired
6141,admin.
6142,retired
6143,student
6144,management
6145,management
6146,unemployed
6147,management
6148,retired
6149,blue-collar
6150,management
6151,blue-collar
6152,admin.
6153,technician
6154,technician
6155,retired
6156,technician
6157,blue-collar
6158,management
6159,blue-collar
6160,services
6161,technician
6162,blue-collar
6163,management
6164,technician
6165,admin.
6166,management
6167,management
6168,blue-collar
6169,services
6170,unemployed
6171,technician
6172,management
6173,unemployed
6174,services
6175,management
6176,management
6177,entrepreneur
6178,blue-collar
6179,management
6180,management
6181,admin.
6182,blue-collar
6183,entrepreneur
6184,services
6185,admin.
6186,admin.
6187,services
6188,blue-collar
6189,blue-collar
6190,admin.
6191,management
6192,management
6193,housemaid
6194,management
6195,services
6196,technician
6197,admin.
6198,admin.
6199,blue-collar
6200,management
6201,admin.
6202,blue-collar
6203,management
6204,management
6205,entrepreneur
6206,services
6207,self-employed
6208,admin.
6209,admin.
6210,blue-collar
6211,admin.
6212,blue-collar
6213,self-employed
6214,admin.
6215,unemployed
6216,admin.
6217,management
6218,admin.
6219,admin.
6220,blue-collar
6221,blue-collar
6222,technician
6223,admin.
6224,self-employed
6225,management
6226,management
6227,retired
6228,management
6229,blue-collar
6230,entrepreneur
6231,unemployed
6232,self-employed
6233,blue-collar
6234,blue-collar
6235,blue-collar
6236,management
6237,management
6238,management
6239,blue-collar
6240,technician
6241,admin.
6242,admin.
6243,management
6244,services
6245,services
6246,management
6247,technician
6248,housemaid
6249,retired
6250,technician
6251,management
6252,housemaid
6253,management
6254,entrepreneur
6255,blue-collar
6256,admin.
6257,housemaid
6258,management
6259,technician
6260,blue-collar
6261,blue-collar
6262,blue-collar
6263,retired
6264,management
6265,services
6266,unemployed
6267,admin.
6268,housemaid
6269,self-employed
6270,management
6271,blue-collar
6272,technician
6273,blue-collar
6274,blue-collar
6275,services
6276,management
6277,blue-collar
6278,admin.
6279,services
6280,admin.
6281,technician
6282,admin.
6283,blue-collar
6284,services
6285,housemaid
6286,management
6287,technician
6288,technician
6289,technician
6290,self-employed
6291,management
6292,blue-collar
6293,blue-collar
6294,management
6295,admin.
6296,technician
6297,blue-collar
6298,blue-collar
6299,self-employed
6300,blue-collar
6301,retired
6302,blue-collar
6303,unemployed
6304,admin.
6305,management
6306,management
6307,admin.
6308,student
6309,services
6310,blue-collar
6311,retired
6312,services
6313,admin.
6314,retired
6315,management
6316,technician
6317,blue-collar
6318,management
6319,admin.
6320,admin.
6321,retired
6322,services
6323,management
6324,management
6325,retired
6326,services
6327,blue-collar
6328,self-employed
6329,technician
6330,services
6331,technician
6332,management
6333,admin.
6334,services
6335,admin.
6336,unemployed
6337,technician
6338,unknown
6339,technician
6340,admin.
6341,blue-collar
6342,admin.
6343,management
6344,admin.
6345,blue-collar
6346,self-employed
6347,blue-collar
6348,unemployed
6349,management
6350,services
6351,technician
6352,management
6353,technician
6354,admin.
6355,management
6356,admin.
6357,housemaid
6358,blue-collar
6359,services
6360,management
6361,blue-collar
6362,student
6363,unknown
6364,technician
6365,management
6366,management
6367,management
6368,admin.
6369,admin.
6370,student
6371,entrepreneur
6372,technician
6373,blue-collar
6374,admin.
6375,management
6376,admin.
6377,management
6378,entrepreneur
6379,admin.
6380,blue-collar
6381,entrepreneur
6382,student
6383,technician
6384,services
6385,blue-collar
6386,management
6387,management
6388,management
6389,blue-collar
6390,management
6391,blue-collar
6392,retired
6393,services
6394,services
6395,admin.
6396,admin.
6397,management
6398,technician
6399,retired
6400,blue-collar
6401,admin.
6402,blue-collar
6403,management
6404,services
6405,blue-collar
6406,services
6407,unemployed
6408,management
6409,blue-collar
6410,blue-collar
6411,unemployed
6412,admin.
6413,services
6414,blue-collar
6415,self-employed
6416,blue-collar
6417,admin.
6418,management
6419,unemployed
6420,blue-collar
6421,self-employed
6422,admin.
6423,blue-collar
6424,blue-collar
6425,blue-collar
6426,blue-collar
6427,admin.
6428,blue-collar
6429,blue-collar
6430,management
6431,management
6432,self-employed
6433,management
6434,self-employed
6435,blue-collar
6436,services
6437,blue-collar
6438,management
6439,blue-collar
6440,management
6441,blue-collar
6442,housemaid
6443,management
6444,technician
6445,admin.
6446,blue-collar
6447,blue-collar
6448,services
6449,services
6450,technician
6451,blue-collar
6452,technician
6453,services
6454,unemployed
6455,entrepreneur
6456,student
6457,blue-collar
6458,technician
6459,technician
6460,services
6461,technician
6462,services
6463,retired
6464,technician
6465,management
6466,management
6467,services
6468,housemaid
6469,blue-collar
6470,admin.
6471,management
6472,entrepreneur
6473,blue-collar
6474,admin.
6475,entrepreneur
6476,blue-collar
6477,management
6478,retired
6479,management
6480,retired
6481,management
6482,entrepreneur
6483,admin.
6484,technician
6485,blue-collar
6486,admin.
6487,unemployed
6488,management
6489,admin.
6490,entrepreneur
6491,technician
6492,management
6493,technician
6494,blue-collar
6495,self-employed
6496,admin.
6497,technician
6498,management
6499,technician
6500,self-employed
6501,admin.
6502,services
6503,admin.
6504,technician
6505,blue-collar
6506,technician
6507,admin.
6508,management
6509,technician
6510,admin.
6511,entrepreneur
6512,technician
6513,services
6514,unemployed
6515,technician
6516,admin.
6517,technician
6518,services
6519,management
6520,self-employed
6521,entrepreneur
6522,technician
6523,management
6524,unemployed
6525,management
6526,services
6527,services
6528,admin.
6529,blue-collar
6530,technician
6531,admin.
6532,blue-collar
6533,technician
6534,blue-collar
6535,technician
6536,self-employed
6537,blue-collar
6538,management
6539,blue-collar
6540,management
6541,management
6542,blue-collar
6543,services
6544,services
6545,admin.
6546,services
6547,management
6548,technician
6549,admin.
6550,management
6551,technician
6552,technician
6553,admin.
6554,management
6555,technician
6556,blue-collar
6557,technician
6558,technician
6559,management
6560,management
6561,management
6562,services
6563,technician
6564,blue-collar
6565,technician
6566,blue-collar
6567,management
6568,technician
6569,management
6570,technician
6571,student
6572,entrepreneur
6573,technician
6574,management
6575,management
6576,technician
6577,admin.
6578,admin.
6579,blue-collar
6580,management
6581,admin.
6582,blue-collar
6583,self-employed
6584,technician
6585,admin.
6586,technician
6587,entrepreneur
6588,unemployed
6589,blue-collar
6590,technician
6591,retired
6592,admin.
6593,self-employed
6594,admin.
6595,management
6596,technician
6597,services
6598,blue-collar
6599,retired
6600,services
6601,management
6602,technician
6603,retired
6604,entrepreneur
6605,management
6606,entrepreneur
6607,admin.
6608,technician
6609,management
6610,admin.
